likes,engagement,comments_ratio,followers,following,hour,time_of_day_bin,weekend,caption_length,hashtag,tag,location,video,multiple_images
720,0.003237206290970892,2.6976719091424102e-5,222414,140,13,Afternoon (12–4pm),0,94,1,1,0,1,0
4768,0.0010321999627645987,1.255612370812641e-5,4619260,434,14,Afternoon (12–4pm),0,106,1,1,1,1,0
594,0.04392191659272405,0.008207630878438331,13524,2692,14,Afternoon (12–4pm),0,185,0,1,0,0,0
403,0.29502196193265007,0.010248901903367497,1366,1023,20,Evening (5–8pm),0,28,0,0,0,0,0
2254,0.007567821649207628,8.72951920494225e-5,297840,132,16,Afternoon (12–4pm),0,0,NA,NA,0,0,0
6035,7.635040267721073e-4,1.1639166605308017e-5,7904346,362,13,Afternoon (12–4pm),0,425,1,0,0,1,0
154046,0.7085734787468434,0.003937388168516534,217403,447,9,Morning (5–11am),1,345,1,0,0,0,1
5059,0.00986067580421325,7.406714381500367e-5,513048,1103,12,Afternoon (12–4pm),1,123,1,0,1,0,1
4749,0.0028067027536892272,6.501101345668878e-6,1692021,411,14,Afternoon (12–4pm),0,871,1,1,0,0,0
13972,0.06849859051354333,0.0020933937982595906,203975,2325,21,Night (9pm–4am),0,153,1,1,1,1,0
3204,0.010877572983965425,8.14799474454339e-5,294551,699,16,Afternoon (12–4pm),0,132,0,0,1,0,1
13135,0.0029414926255536995,5.9120978541772104e-5,4465420,675,15,Afternoon (12–4pm),0,201,1,0,0,1,0
34,2.2169334593942556e-4,0,153365,2092,16,Afternoon (12–4pm),0,17,0,1,0,1,0
9650,0.21192954715157905,0.007005753942109193,45534,1,2,Night (9pm–4am),0,62,0,1,0,0,0
1173,0.005749041826362273,2.940686356195536e-5,204034,1004,16,Afternoon (12–4pm),0,8,0,0,0,0,0
10,4.750932370477706e-5,4.750932370477706e-6,210485,13,18,Evening (5–8pm),0,311,0,1,0,1,0
47452,0.03252901952961387,3.0094073112830837e-4,1458759,566,16,Afternoon (12–4pm),0,31,0,0,0,0,0
22421,0.016401957320235763,1.6386594887528704e-4,1366971,873,8,Morning (5–11am),1,103,1,1,0,0,1
6732,0.009343783788285294,1.2630486107159265e-4,720479,2753,20,Evening (5–8pm),1,40,0,1,0,1,0
863,3.6333858904216286e-4,1.43146141685209e-5,2375195,1826,3,Night (9pm–4am),0,605,1,1,0,0,0
292,0.0018448435989613277,1.2635915061378958e-5,158279,559,16,Afternoon (12–4pm),0,14,0,0,0,0,0
812,0.004162096220283556,3.5880139830030654e-5,195094,834,0,Night (9pm–4am),0,70,0,0,0,0,0
189,4.735121321825402e-4,1.327838254268499e-4,399145,826,17,Evening (5–8pm),0,329,1,1,1,0,1
768,0.00274979054329846,4.654593367562497e-5,279294,912,13,Afternoon (12–4pm),1,1259,1,1,1,0,1
4941,0.01704710119926581,1.3455514000634825e-4,289844,964,15,Afternoon (12–4pm),0,33,0,0,0,0,1
23473,0.0017015554520560855,8.481318446323946e-6,13795025,842,13,Afternoon (12–4pm),0,0,NA,NA,1,1,0
4115,0.003333770814801132,7.291357796648892e-5,1234338,344,16,Afternoon (12–4pm),0,922,1,0,1,0,1
120,0.00343957807842238,0,34888,2,14,Afternoon (12–4pm),1,269,1,0,0,0,1
135475,0.05075739892824052,3.4094285310720706e-4,2669069,81,0,Night (9pm–4am),1,269,0,1,0,0,1
2520,0.0018302634054084283,5.229324015452652e-5,1376851,1530,21,Night (9pm–4am),1,1,0,0,0,0,0
313,7.50894836338512e-4,7.916782619543418e-5,416836,7508,20,Evening (5–8pm),0,898,1,0,1,1,0
1085,0.0025384214060281073,1.1229882717912365e-4,427431,2583,23,Night (9pm–4am),0,123,0,1,0,1,0
3659,0.004394519521322847,2.762338042919527e-5,832628,1015,15,Afternoon (12–4pm),0,304,1,0,0,0,1
1732,0.014458635946239253,2.671341514316721e-4,119790,1438,21,Night (9pm–4am),1,71,0,1,0,1,0
243283,0.018781730159861218,2.318350878197952e-4,12953173,399,15,Afternoon (12–4pm),0,24,0,0,0,1,0
723,0.003880150053935696,4.776394948828173e-4,186333,186,18,Evening (5–8pm),0,265,0,0,0,0,0
37317,0.006414613292518537,7.907179340671884e-5,5817498,146,19,Evening (5–8pm),0,39,0,0,0,0,0
11663,0.058708936967048896,7.399651662656425e-4,198658,960,11,Morning (5–11am),0,208,0,0,0,1,0
10528,0.0029706194226817853,6.884794254695627e-5,3544042,959,18,Evening (5–8pm),0,663,1,0,0,1,0
47960,0.022979870093778568,1.6626386410636287e-4,2087044,459,13,Afternoon (12–4pm),0,90,0,1,0,1,0
29327,0.03054943566826565,9.062641603775059e-5,959985,874,14,Afternoon (12–4pm),1,25,0,0,0,0,1
337,0.18567493112947658,0.013774104683195593,1815,1742,21,Night (9pm–4am),1,0,NA,NA,0,0,0
182,0.0013555585348050826,7.448123817610344e-6,134262,810,21,Night (9pm–4am),0,51,1,0,0,0,0
3136,0.007157251852646426,2.53333850651707e-4,438157,905,12,Afternoon (12–4pm),0,838,1,1,1,1,0
498,0.0012838625184329658,2.578037185608365e-6,387892,801,3,Night (9pm–4am),0,121,0,0,0,0,0
351,0.001348568442730025,3.842075335413177e-6,260276,20,12,Afternoon (12–4pm),1,8,0,0,0,0,0
4916,0.013201391033473422,8.163594129731327e-4,372385,1975,15,Afternoon (12–4pm),0,248,0,0,0,0,1
1296,0.0023742960468703628,1.0992111328103531e-5,545846,226,21,Night (9pm–4am),0,24,0,1,1,1,0
1,0.07142857142857142,0,14,102,2,Night (9pm–4am),1,11,0,0,0,0,1
1030,0.0065961370971873556,9.606024898816538e-5,156152,2210,16,Afternoon (12–4pm),0,967,0,1,1,0,0
7475,0.05124882590482459,7.473072941305525e-4,145857,29,10,Morning (5–11am),1,135,1,0,0,0,1
799709,0.011136844571799134,2.5025240050472164e-5,71807503,3258,20,Evening (5–8pm),1,32,0,1,1,0,1
2033,0.009761883039868625,5.7620559015456715e-5,208259,2639,17,Evening (5–8pm),1,379,1,1,1,0,1
6894,0.004989072382799497,4.3420995498690136e-5,1381820,1014,1,Night (9pm–4am),1,118,0,1,1,1,0
3822,0.002189900216870024,2.406483754802224e-5,1745285,2217,21,Night (9pm–4am),0,301,1,1,1,1,0
6282,0.01325257741745619,8.18529136894779e-4,474021,470,20,Evening (5–8pm),0,119,1,0,0,0,1
389,5.428002913539867e-4,2.2325975993994313e-5,716654,612,7,Morning (5–11am),0,682,1,1,0,1,0
55733,0.03498706809963841,5.273202089192447e-5,1592960,1030,17,Evening (5–8pm),0,151,0,0,0,0,1
372,4.110783402601507e-4,4.088682416566015e-5,904937,933,19,Evening (5–8pm),0,32,0,0,1,1,0
1152,0.0028954908761876035,1.38239581762429e-4,397860,685,16,Afternoon (12–4pm),0,101,1,0,1,0,1
240987,0.02057134047695305,1.339343334218831e-4,11714696,777,19,Evening (5–8pm),0,190,0,0,0,1,0
35406,0.01091481475087612,1.4581447712716503e-4,3243848,601,0,Night (9pm–4am),0,3,0,0,0,1,0
1678,0.0021079422187662133,3.0149352354224742e-5,796037,784,9,Morning (5–11am),0,21,0,0,1,0,1
479,0.002185089387946883,1.8703270335244717e-4,219213,340,15,Afternoon (12–4pm),0,443,1,1,1,1,0
346,0.0011539526212400654,2.334586227942329e-5,299839,1126,2,Night (9pm–4am),0,1555,1,1,0,1,0
2656,0.028293545534924844,7.137302525752879e-4,93873,622,16,Afternoon (12–4pm),0,42,0,0,0,0,0
676,0.0010967385008752817,1.8819773091942703e-4,616373,184,19,Evening (5–8pm),0,101,1,1,1,1,0
23027,0.043915239982378215,3.49002862586321e-4,524351,1736,14,Afternoon (12–4pm),0,2177,1,1,1,1,0
302382,0.20577385169110035,0.002061944066194529,1469487,54,14,Afternoon (12–4pm),0,0,NA,NA,0,1,0
5,0.18518518518518517,0.037037037037037035,27,0,20,Evening (5–8pm),0,6,0,0,0,0,0
464,0.0013569870208870718,2.924540993291103e-5,341934,1365,22,Night (9pm–4am),0,120,0,0,0,1,0
369794,0.29645015620402965,0.0019552559830111585,1247407,1287,10,Morning (5–11am),0,17,0,0,0,0,0
2283,0.012233349944540003,0.0010073893077413582,186621,1257,18,Evening (5–8pm),1,16,0,0,0,0,1
3305,0.019517985484051946,3.7795796398769273e-4,169331,672,2,Night (9pm–4am),0,9,0,0,0,0,1
2047,4.96159189779557e-4,1.2603946198601349e-5,4125692,8,9,Morning (5–11am),1,1217,1,1,0,0,0
37976,0.07895464515525433,0.001049928791958169,480985,1735,16,Afternoon (12–4pm),0,106,0,0,0,1,0
752,0.0013775997156868672,7.144466610610082e-5,545877,336,10,Morning (5–11am),1,31,0,0,1,0,0
12506,0.0042154681997766535,1.2808875067288728e-5,2966693,247,15,Afternoon (12–4pm),0,40,0,1,1,0,0
55579,0.007804062004514586,3.6648017833683713e-05,7121804,932,20,Evening (5–8pm),1,106,1,1,1,0,1
16301,0.007740784164561825,1.0447043225591077e-5,2105859,997,12,Afternoon (12–4pm),0,196,1,1,0,1,0
326,3.254158784980959e-4,1.5971331460029247e-5,1001795,404,8,Morning (5–11am),0,392,1,1,0,1,0
17,0.018847006651884702,0.0011086474501108647,902,1257,17,Evening (5–8pm),0,58,1,1,1,0,0
1756,0.0018965556346387095,6.480258432706297e-5,925889,807,15,Afternoon (12–4pm),0,685,0,1,0,1,0
391,0.001541488107675507,5.9136372417218935e-5,253651,5405,9,Morning (5–11am),0,2195,0,0,0,0,0
64,0.08050314465408805,0.0012578616352201257,795,2020,3,Night (9pm–4am),1,538,0,1,1,0,1
4880,0.00198754040246064,2.7287952246898133e-5,2455296,596,16,Afternoon (12–4pm),0,374,0,0,0,1,0
118679,0.0066037976273982234,4.0008177471155997e-5,17971326,474,22,Night (9pm–4am),0,1,0,0,0,0,1
55,3.051994894844903e-4,0,180210,244,20,Evening (5–8pm),1,7,0,0,0,0,0
2397,0.009530019362200373,1.0337109028669575e-4,251521,1163,17,Evening (5–8pm),0,39,0,0,1,0,1
511,0.0012884615869509855,3.0257414957753084e-5,396597,1023,12,Afternoon (12–4pm),0,63,0,0,0,0,1
759,0.0020760734585359717,5.4705492978549976e-6,365594,597,11,Morning (5–11am),0,1255,1,1,0,0,0
115,4.071185564638036e-4,6.726306585054147e-5,282473,3135,15,Afternoon (12–4pm),0,709,1,1,1,1,0
1324,0.0033385782296457677,1.512950859356088e-5,396576,578,12,Afternoon (12–4pm),0,872,1,1,0,0,0
1414,0.005348827532465568,4.539316152021698e-5,264357,0,14,Afternoon (12–4pm),0,190,1,0,0,1,0
1629,0.0029555684978853805,2.3586488933400827e-5,551163,109,18,Evening (5–8pm),0,321,1,1,0,0,0
928,0.0045568153360405796,1.1784867248380809e-4,203651,1960,12,Afternoon (12–4pm),0,881,0,1,1,0,1
328,0.0026402852796046012,1.1269510339775736e-4,124229,1121,23,Night (9pm–4am),0,196,1,1,1,0,1
1743,0.013082933639577563,1.1258979035781036e-4,133227,127,14,Afternoon (12–4pm),1,292,1,1,0,0,0
174,0.001092559918120797,0,159259,371,11,Morning (5–11am),1,66,1,1,1,0,1
2367,0.002043101059702227,2.157901414979116e-5,1158533,4245,15,Afternoon (12–4pm),1,704,0,1,1,0,1
3305,0.007115775059692848,6.20073590678227e-4,464461,2827,13,Afternoon (12–4pm),0,1034,1,1,0,1,0
422,0.0029738205137239703,1.0570452062999894e-4,141905,409,12,Afternoon (12–4pm),0,152,0,0,0,0,0
1948,0.008381450662169023,1.5059074598352968e-4,232418,478,14,Afternoon (12–4pm),1,21,0,1,1,0,0
38,0.031327287716405604,0,1213,1039,6,Morning (5–11am),0,261,1,0,0,1,0
875,6.321879773019229e-4,1.156000872780659e-5,1384082,1070,16,Afternoon (12–4pm),0,13,0,0,1,0,1
178324,0.041057194437326215,1.6070703728748623e-4,4343307,987,1,Night (9pm–4am),0,55,0,0,0,0,1
509,0.0010199869345485005,3.4066361271757385e-5,499026,802,11,Morning (5–11am),0,654,0,1,1,1,0
664,0.0018908328777109532,5.695279752141425e-5,351168,1,15,Afternoon (12–4pm),0,386,1,1,0,1,0
7940,0.00713126466781689,3.053690160022346e-4,1113407,186,20,Evening (5–8pm),1,67,1,0,1,0,1
361,8.070321337393085e-4,2.2355460768401896e-6,447318,82,1,Night (9pm–4am),0,441,1,1,0,0,0
70,0.0842358604091456,0.0024067388688327317,831,0,16,Afternoon (12–4pm),0,38,0,0,0,0,0
520163,0.021623694104314018,2.918699644272828e-4,24055233,111,15,Afternoon (12–4pm),1,15,0,0,0,0,1
4689,0.002750180500756901,1.6070579168423775e-4,1704979,2554,18,Evening (5–8pm),1,295,0,1,0,0,0
221,8.536345131000065e-4,3.86259960678736e-6,258893,371,11,Morning (5–11am),0,19,0,0,1,0,1
6010,0.0068518372842554815,4.674298313718381e-5,877137,791,18,Evening (5–8pm),0,68,0,1,0,0,1
129,7.435801366112343e-4,4.611349684410756e-5,173485,850,13,Afternoon (12–4pm),0,80,1,0,0,0,1
1572,0.0024665981500513875,1.8828993511842653e-5,637315,825,6,Morning (5–11am),0,1357,1,1,1,0,1
4572,0.006026438825450764,1.7662790958232773e-4,758657,974,14,Afternoon (12–4pm),0,78,0,0,0,0,0
1544,0.005828944636351624,3.284444192762897e-4,264885,5911,15,Afternoon (12–4pm),0,453,1,1,1,0,1
542,0.1846049046321526,0.0017029972752043597,2936,6,21,Night (9pm–4am),0,645,1,1,0,0,0
25,0.0033733639184995276,0,7411,448,20,Evening (5–8pm),0,94,1,1,1,1,0
180,3.8916226336772376e-4,8.648050297060527e-6,462532,325,12,Afternoon (12–4pm),1,193,0,0,1,0,0
340,9.801604003666952e-4,8.648474120882605e-6,346882,471,16,Afternoon (12–4pm),0,51,1,1,0,1,0
22801,0.08383182896115594,0.0025185212419802563,271985,2625,23,Night (9pm–4am),0,86,0,0,0,1,0
25736,0.001863610449803121,0,13809753,1002,18,Evening (5–8pm),1,357,1,1,1,1,0
5121,0.0015415964629678185,2.5587912390600386e-5,3321881,863,14,Afternoon (12–4pm),0,130,0,1,0,0,1
20577,0.0036094927712789836,3.613527292041943e-5,5700801,358,17,Evening (5–8pm),0,26,0,0,1,0,0
3608,0.00587947723495095,3.9598474725417986e-4,613660,2119,16,Afternoon (12–4pm),0,458,1,0,1,1,0
186,0.0016259451899121465,2.010577385375235e-4,114395,2201,21,Night (9pm–4am),0,108,0,0,1,0,1
6,0.2,0,30,73,5,Morning (5–11am),0,244,0,0,1,0,0
5175,0.005898666046594333,2.0517099292502026e-5,877317,67,0,Night (9pm–4am),0,175,1,0,0,1,0
90,6.609482404089066e-4,2.203160801363022e-5,136168,186,14,Afternoon (12–4pm),0,786,1,1,1,1,0
815,0.0019777953042528665,8.008250925195656e-5,412075,952,11,Morning (5–11am),0,90,0,1,0,0,1
3885,0.006566637425269637,3.887584576092707e-5,591627,1943,16,Afternoon (12–4pm),1,247,0,1,1,0,1
1234,0.006122337601770219,1.2403439225628483e-4,201557,925,22,Night (9pm–4am),0,318,1,0,1,0,0
663,0.0017418353111790096,8.144328000987828e-5,380633,1611,17,Evening (5–8pm),0,37,1,1,0,0,0
5657,0.026537256300076934,4.878689508941137e-4,213172,48,15,Afternoon (12–4pm),0,465,0,0,1,1,0
1611,0.007072862336020231,9.219746061851325e-5,227772,546,23,Night (9pm–4am),0,15,0,0,0,0,0
16981,0.011729299833810167,6.0093580209733505e-5,1447742,689,21,Night (9pm–4am),1,1040,1,0,0,1,0
1229,0.004042709964342575,1.381560768937251e-4,304004,908,21,Night (9pm–4am),0,110,0,0,0,0,1
431,0.0014435427419273808,7.368431629327698e-5,298571,1074,19,Evening (5–8pm),1,106,1,1,0,1,0
12855,0.01504353321162758,3.510742873191968e-5,854520,423,14,Afternoon (12–4pm),0,2169,0,1,0,0,1
947,0.0014528729142758955,4.4491356403380114e-5,651812,526,18,Evening (5–8pm),0,192,1,1,1,1,0
1273728,0.3525032940081846,0.001020097808726956,3613379,1254,16,Afternoon (12–4pm),0,219,1,0,0,0,1
756,0.0010146874668649512,1.8119419051159844e-4,745057,484,9,Morning (5–11am),0,74,1,1,0,0,1
1561,0.008127202961404897,5.935305173607676e-4,192071,2436,9,Morning (5–11am),0,116,1,1,1,1,0
1948,0.006219588511002414,4.5337862862543263e-4,313204,5385,16,Afternoon (12–4pm),0,873,1,0,1,0,1
160,0.0012553056276920422,7.845660173075263e-6,127459,669,4,Night (9pm–4am),1,566,0,0,0,0,0
1394,0.0017501195831350744,2.510931970064669e-5,796517,1881,9,Morning (5–11am),0,91,1,0,0,1,0
118,0.15128205128205127,0.020512820512820513,780,988,2,Night (9pm–4am),0,25,0,0,1,0,0
21259,0.045960635436754674,5.318366958672397e-4,462548,788,19,Evening (5–8pm),0,71,0,0,0,0,1
12859,0.009100546924540267,5.803288341335266e-5,1412992,319,1,Night (9pm–4am),0,30,0,1,0,0,1
22883,0.053805765020962217,5.925382504602752e-4,425289,992,13,Afternoon (12–4pm),1,325,1,1,1,1,0
8696,5.635120747495916e-4,1.2247445046880497e-5,15431790,1011,20,Evening (5–8pm),0,17,0,0,0,0,1
500,0.003179630018251076,2.034963211680689e-4,157251,529,20,Evening (5–8pm),0,698,0,0,1,1,0
16382,0.007638627900622299,1.2496351345176268e-4,2144626,1021,20,Evening (5–8pm),0,71,0,1,0,0,1
8573,0.050177050715519006,9.364665944807e-4,170855,236,21,Night (9pm–4am),1,188,0,1,1,0,0
135,5.656487781986391e-4,1.2569972848858647e-5,238664,4576,13,Afternoon (12–4pm),1,66,0,1,0,0,1
2700,9.01239805559181e-4,3.571579970178976e-5,2995873,1393,9,Morning (5–11am),0,33,0,0,0,1,0
5405,0.0020743806505764324,1.535156818187924e-5,2605597,5698,17,Evening (5–8pm),1,424,0,1,0,1,0
6585,7.046616821349804e-4,7.169678466673301e-6,9344910,161,13,Afternoon (12–4pm),0,198,0,0,0,1,0
8,0.05442176870748299,0,147,5,6,Morning (5–11am),0,104,1,0,0,0,0
143,8.448540706605223e-4,2.9540352120997282e-5,169260,638,7,Morning (5–11am),1,275,1,1,1,0,1
19948,0.06026804597145516,0.005812899561313401,330988,1671,21,Night (9pm–4am),0,1013,0,1,0,0,1
9025,0.017761272750173186,4.113136847408527e-4,508128,1046,16,Afternoon (12–4pm),0,394,1,1,1,0,1
292,0.008485165489785836,2.9058785923924097e-5,34413,235,14,Afternoon (12–4pm),0,10,0,1,0,0,0
3221,0.013598865142828192,1.0132653319710544e-4,236858,781,16,Afternoon (12–4pm),0,336,1,1,1,0,0
2595,0.004666015761963071,2.499330215463842e-4,556149,898,17,Evening (5–8pm),0,277,1,0,1,0,0
11953,0.01000730894395388,1.0967602038466981e-4,1194427,327,15,Afternoon (12–4pm),0,103,1,0,0,0,1
1103,0.0066338682127649335,2.706473885534198e-4,166268,1068,0,Night (9pm–4am),0,1654,0,0,0,0,1
5751,0.0050022353929681665,3.374834520034166e-4,1149686,563,5,Morning (5–11am),0,1891,0,0,1,0,0
36288,0.012629314920222809,1.8828426399472386e-4,2873315,1833,23,Night (9pm–4am),0,1522,1,0,0,1,0
118,5.06931645852397e-4,3.0072216279379483e-5,232773,263,17,Evening (5–8pm),0,22,1,0,1,0,0
220,0.0014295275411476507,3.248926229881024e-4,153897,594,9,Morning (5–11am),0,297,1,0,1,0,0
1478,0.0016885812832532266,2.0564589376561622e-5,875291,924,20,Evening (5–8pm),0,510,1,1,1,0,1
795,2.1122298106033936e-4,7.970678530578843e-7,3763795,49,17,Evening (5–8pm),1,18,0,0,1,1,0
4150,0.004539354011640435,3.0189438728018316e-4,914227,1268,14,Afternoon (12–4pm),0,2200,1,1,1,0,1
180,1.1435258332015102e-4,1.2705842591127891e-6,1574079,12,20,Evening (5–8pm),0,126,0,1,0,0,0
248,0.001662900554523693,1.3410488342933009e-5,149137,3060,17,Evening (5–8pm),0,213,1,1,1,0,0
116,5.883606041854756e-4,7.100903843617809e-5,197158,2005,11,Morning (5–11am),0,33,0,0,1,0,1
9793,0.06858419475025912,0.0010855253942908367,142788,523,19,Evening (5–8pm),0,12,0,0,0,0,0
920,0.003265410430146837,1.561718031809357e-4,281741,3589,19,Evening (5–8pm),0,530,1,1,1,0,1
22398,0.02411750581186881,4.3393851425051926e-4,928703,789,12,Afternoon (12–4pm),0,87,0,1,0,1,0
3824,0.010397322363215666,1.2507239244453992e-4,367787,236,17,Evening (5–8pm),0,746,0,1,0,0,0
258,0.0013363028953229399,5.697415445175325e-5,193070,2000,16,Afternoon (12–4pm),0,493,0,1,0,0,1
48889,0.08186520515280757,9.293540236005686e-4,597189,1576,16,Afternoon (12–4pm),0,3,0,0,0,1,0
256804,0.03025808875779873,1.8310100282557603e-4,8487119,452,15,Afternoon (12–4pm),0,123,0,0,0,0,1
22043,0.031798674273843953,9.665250539162297e-5,693205,7,17,Evening (5–8pm),0,68,0,0,0,1,0
2938,0.004924457019111184,2.3465758430073715e-5,596614,393,21,Night (9pm–4am),0,91,0,0,0,0,1
5098,0.007507082987283019,3.386875415996654e-5,679092,1195,1,Night (9pm–4am),0,13,0,0,1,0,1
845,3.0686699331356794e-4,3.486299569006216e-5,2753636,149,14,Afternoon (12–4pm),1,845,1,1,1,1,0
164,0.05155611442942471,3.1436655139893113e-4,3181,13,13,Afternoon (12–4pm),0,0,NA,NA,0,1,0
1450,0.0018408934808248727,5.459201356928932e-5,787661,1798,1,Night (9pm–4am),0,2198,1,1,0,0,1
3221,0.0195066707848089,2.6646802686482196e-4,165123,5706,18,Evening (5–8pm),0,180,1,1,0,0,0
75,0.2112676056338028,0.014084507042253521,355,254,19,Evening (5–8pm),0,0,NA,NA,0,0,0
217,0.0016182074437542412,8.948612592189352e-5,134099,1023,21,Night (9pm–4am),0,328,1,0,0,1,0
5600,0.021289213971806997,6.082632563373428e-5,263044,968,9,Morning (5–11am),1,175,1,0,1,1,0
587,0.0013165922018266315,9.420250847822577e-5,445848,655,17,Evening (5–8pm),0,93,1,1,1,1,0
733,0.549063670411985,0.0052434456928838954,1335,3,5,Morning (5–11am),0,40,1,1,0,0,0
27,0.0989010989010989,0.01098901098901099,273,183,1,Night (9pm–4am),0,12,0,0,0,0,0
4398,0.006531802810249495,9.653642170673423e-5,673321,685,19,Evening (5–8pm),1,204,1,1,1,0,1
2748,0.0033722467041442557,3.067910029243318e-5,814887,886,4,Night (9pm–4am),0,173,1,1,0,1,0
108157,0.012465698496686805,1.1306573060689328e-4,8676369,926,22,Night (9pm–4am),1,147,0,1,1,0,1
6111,1.128057821685458e-4,1.809027434547126e-6,54172755,1353,14,Afternoon (12–4pm),0,237,1,1,0,1,0
18243,0.0022236412939805423,2.8400395850324307e-5,8204111,286,18,Evening (5–8pm),0,254,0,0,0,0,1
8733,0.007985953938795386,1.6643119396092524e-4,1093545,44,17,Evening (5–8pm),1,91,1,0,1,0,0
10247,0.016059945427217743,1.818047886754424e-4,638047,2003,21,Night (9pm–4am),1,116,0,1,0,1,0
10628,0.012756636079386895,5.281256939151518e-5,833135,1228,13,Afternoon (12–4pm),1,92,1,1,1,0,1
683,0.001487994736463714,2.178616012391968e-5,459007,1417,14,Afternoon (12–4pm),0,205,1,1,0,1,0
1162,0.007171732757290542,5.5546983490202126e-5,162025,666,18,Evening (5–8pm),0,347,1,0,0,0,1
51,4.933780920778957e-4,3.8696320947285936e-5,103369,1124,19,Evening (5–8pm),0,323,1,0,0,0,1
12685879,0.029513637486032855,6.746836282254882e-8,429831091,291,23,Night (9pm–4am),0,12,0,0,0,0,1
62853,0.024920662108603702,1.5225262516831053e-4,2522124,439,23,Night (9pm–4am),1,18,0,0,0,0,1
1164,0.030218068535825544,5.711318795430945e-4,38520,3373,18,Evening (5–8pm),1,383,1,1,1,1,0
25129,0.05204318534365816,3.6864527005337074e-4,482849,1,1,Night (9pm–4am),0,65,1,1,0,0,1
1224,0.004396646479449988,5.747250299934625e-5,278394,715,10,Morning (5–11am),0,583,0,0,1,0,0
2028,0.006893293315069052,1.3596239280215094e-4,294199,1354,19,Evening (5–8pm),0,1609,1,1,0,0,1
13808,0.003390373186587401,6.310297718373132e-5,4072708,503,21,Night (9pm–4am),0,94,1,1,1,0,1
866,0.002373565171631237,8.222512141909596e-5,364852,456,18,Evening (5–8pm),1,137,0,0,0,0,0
2,0.05405405405405406,0,37,19,2,Night (9pm–4am),0,25,0,0,0,0,0
5280,0.007820125270112756,1.0219481887079168e-4,675181,2436,19,Evening (5–8pm),0,175,1,1,0,1,0
13544,0.0016621955684030171,1.5954328403159498e-5,8148259,0,20,Evening (5–8pm),1,284,1,1,0,0,0
14,0.13725490196078433,0.029411764705882353,102,108,15,Afternoon (12–4pm),1,0,NA,NA,0,0,0
1048,0.001690660712787719,3.549096916157425e-5,619876,599,21,Night (9pm–4am),0,460,1,1,1,1,0
5492,0.005410021937579852,1.546564902039397e-4,1015153,3245,18,Evening (5–8pm),0,54,1,0,0,0,0
467005,0.027934143837527667,2.325029006037838e-4,16718071,334,23,Night (9pm–4am),0,123,0,1,0,1,0
14201,0.010784772366194701,1.5720356874884185e-4,1316764,4174,19,Evening (5–8pm),0,1625,1,1,0,0,1
1320,0.006264236902050114,2.3728170083523158e-4,210720,2866,14,Afternoon (12–4pm),0,760,1,0,0,0,1
149,0.0010566027032010098,0,141018,636,12,Afternoon (12–4pm),0,1509,1,0,0,0,0
3,0.12,0,25,1,15,Afternoon (12–4pm),0,21,0,1,0,0,0
3790,0.005652928112354557,3.579690625237714e-5,670449,161,15,Afternoon (12–4pm),0,568,0,1,0,1,0
261,7.594627310396201e-4,1.163927557148843e-5,343664,800,10,Morning (5–11am),0,732,1,0,0,1,0
1044,7.75346362221917e-4,1.6338716445289436e-5,1346495,532,14,Afternoon (12–4pm),1,38,0,1,1,0,1
5953,0.014409473024294957,2.7110044997833614e-4,413131,1625,20,Evening (5–8pm),0,79,0,0,1,0,1
1949671,0.05995509374484434,4.420512345837515e-4,32518855,420,10,Morning (5–11am),0,70,0,0,0,1,0
16215,0.012678636634105416,7.428125070860404e-5,1278923,663,18,Evening (5–8pm),0,100,0,0,1,0,1
2696,0.011261063702701236,3.341561929584936e-5,239409,298,19,Evening (5–8pm),0,268,0,0,0,0,0
865,0.008730759525611911,1.514004542013626e-4,99075,149,10,Morning (5–11am),0,192,0,0,0,0,0
959,0.005078964929191073,2.912857884311877e-4,188818,493,12,Afternoon (12–4pm),0,574,1,0,1,0,1
5268,0.008088463345503902,4.6061864154350235e-5,651298,207,19,Evening (5–8pm),1,38,0,0,0,0,0
56,3.44647198202911e-4,2.4617657014493644e-5,162485,4266,19,Evening (5–8pm),0,48,1,0,1,0,1
45853,0.11859229678981181,0.0027777490404609926,386644,90,16,Afternoon (12–4pm),0,27,1,0,0,0,0
31445,0.010661765204501098,1.7359910270963786e-4,2949324,1643,18,Evening (5–8pm),0,24,0,0,0,0,0
13676,0.010076695174076456,2.5051742901330762e-5,1357191,557,14,Afternoon (12–4pm),1,5,0,0,0,0,1
700,0.023310023310023312,4.329004329004329e-4,30030,1,7,Morning (5–11am),1,546,1,0,0,1,0
829,0.004784385244009419,2.3085091647813843e-5,173272,115,0,Night (9pm–4am),0,537,0,1,1,0,0
820,0.0015491603362055774,4.345205821064424e-5,529319,2198,20,Evening (5–8pm),0,365,1,1,0,1,0
21182,0.011622643248721382,4.060407895408282e-5,1822477,217,15,Afternoon (12–4pm),0,26,0,0,0,0,1
8027,0.015453299347754102,1.1936022917164001e-4,519436,890,20,Evening (5–8pm),1,30,0,1,1,0,1
605,0.0020560468166957798,9.175746124096869e-5,294254,1059,18,Evening (5–8pm),1,1523,1,1,1,1,0
79,5.335242314549679e-4,1.8234372467448268e-4,148072,863,10,Morning (5–11am),0,213,1,1,1,1,0
2505,4.5502111715767474e-4,1.1261999706098136e-5,5505239,187,17,Evening (5–8pm),0,28,1,0,0,1,0
